_id,Code
67299dbda23f7e5639814e0e,"@SuppressWarnings(""unchecked"")
    public void testInternalHttpRequest() throws Exception {
        ArgumentCaptor<HttpAsyncRequestProducer> requestArgumentCaptor = ArgumentCaptor.forClass(HttpAsyncRequestProducer.class);
        int times = 0;
        for (String httpMethod : getHttpMethods()) {
            HttpUriRequest expectedRequest = performRandomRequest(httpMethod);
            verify(httpClient, times(++times)).<HttpResponse>execute(
                requestArgumentCaptor.capture(),
                any(HttpAsyncResponseConsumer.class),
                any(HttpClientContext.class),
                nullable(FutureCallback.class)
            );
            HttpUriRequest actualRequest = (HttpUriRequest) requestArgumentCaptor.getValue().generateRequest();
            assertEquals(expectedRequest.getURI(), actualRequest.getURI());
            assertEquals(expectedRequest.getClass(), actualRequest.getClass());
            assertArrayEquals(expectedRequest.getAllHeaders(), actualRequest.getAllHeaders());
            if (expectedRequest instanceof HttpEntityEnclosingRequest) {
                HttpEntity expectedEntity = ((HttpEntityEnclosingRequest) expectedRequest).getEntity();
                if (expectedEntity != null) {
                    HttpEntity actualEntity = ((HttpEntityEnclosingRequest) actualRequest).getEntity();
                    assertEquals(EntityUtils.toString(expectedEntity), EntityUtils.toString(actualEntity));
                }
            }
        }
    }"
67299dbda23f7e5639814e0f,"void onDefinitiveFailure(Exception e) {
            trackFailure(e);
            responseListener.onFailure(this.exception);
        }"
67299dbda23f7e5639814e10,"void trackFailure(Exception e) {
            addSuppressedException(this.exception, e);
            this.exception = e;
        }"
67299dbda23f7e5639814e11,"@Override
    protected Settings restClientSettings() {
        String token = basicAuthHeaderValue(""admin"", new SecureString(""changeme"".toCharArray()));
        return Settings.builder().put(ThreadContext.PREFIX + "".Authorization"", token).build();
    }"
67299dbda23f7e5639814e12,"public Result run(String script) {
        return runScript(getScriptCommand(script));
    }"
67299dbda23f7e5639814e13,"public static Installation runContainer(Distribution distribution) {
        return runContainer(distribution, DockerRun.builder());
    }"
67299dbda23f7e5639814e14,"public static Installation runContainer(Distribution distribution, DockerRun builder) {
        executeDockerRun(distribution, builder);

        waitForElasticsearchToStart();

        return Installation.ofContainer(dockerShell, distribution);
    }"
67299dbda23f7e5639814e15,"public static Iterable<Object[]> createParameters(NamedXContentRegistry executeableSectionRegistry) throws Exception {
        return createParameters(executeableSectionRegistry, null);
    }"
67299dbda23f7e5639814e16,"public static ClusterState startInitializingShardsAndReroute(
        AllocationService allocationService,
        ClusterState clusterState,
        RoutingNode routingNode
    ) {
        return startShardsAndReroute(allocationService, clusterState, routingNode.shardsWithState(INITIALIZING).toList());
    }"
67299dbda23f7e5639814e17,"public static void connectToNode(TransportService service, DiscoveryNode node) throws ConnectTransportException {
        connectToNode(service, node, null);
    }"
67299dbda23f7e5639814e18,"public synchronized boolean stopRandomDataNode() throws IOException {
        ensureOpen();
        NodeAndClient nodeAndClient = getRandomNodeAndClient(DATA_NODE_PREDICATE);
        if (nodeAndClient != null) {
            logger.info(""Closing random node [{}] "", nodeAndClient.name);
            stopNodesAndClient(nodeAndClient);
            return true;
        }
        return false;
    }"
67299dbda23f7e5639814e19,"public static TransportService setupTransportServiceWithThreadpoolExecutor() {
        return setMockReturns(mock(TransportService.class), mock(ThreadPool.class));
    }"
67299dbda23f7e5639814e1a,"protected QueryBuilder rewriteQuery(QB queryBuilder, SearchExecutionContext shardRewriteContext) throws IOException {
        QueryBuilder rewritten = rewriteAndFetch(queryBuilder, shardRewriteContext);
        // extra safety to fail fast - serialize the rewritten version to ensure it's serializable.
        assertSerialization(rewritten);
        return rewritten;
    }"
67299dbda23f7e5639814e1b,"public static void assertBusy(CheckedRunnable<Exception> codeBlock) throws Exception {
        assertBusy(codeBlock, 10, TimeUnit.SECONDS);
    }"
67299dbda23f7e5639814e1c,"public static String getPortRange() {
        final var firstPort = getWorkerBasePort();
        final var lastPort = firstPort + PORTS_PER_WORKER - 1; // upper bound is inclusive
        assert MIN_PRIVATE_PORT <= firstPort && lastPort <= MAX_PRIVATE_PORT;
        return firstPort + ""-"" + lastPort;
    }"
67299dbda23f7e5639814e1d,"protected static SecureRandom secureRandomFips() throws NoSuchAlgorithmException {
        return secureRandomFips(randomByteArrayOfLength(32));
    }"
67299dbda23f7e5639814e1e,"protected IndexService createIndex(String index) {
        return createIndex(index, Settings.EMPTY);
    }"
67299dbda23f7e5639814e1f,"public void addUnresponsiveRule(TransportService transportService, final TimeValue duration) {
        for (TransportAddress transportAddress : extractTransportAddresses(transportService)) {
            addUnresponsiveRule(transportAddress, duration);
        }
    }"
67299dbda23f7e5639814e20,"public void ensureHealthy(InternalTestCluster testCluster) {
        assert activeDisruption == false;
        ensureNodeCount(testCluster);
        ensureFullyConnectedCluster(testCluster);
    }"
67299dbda23f7e5639814e21,"public static void waitForPendingTasks(final RestClient restClient) throws Exception {
        waitForPendingTasks(restClient, taskName -> false);
    }"
67299dbda23f7e5639814e22,"protected boolean resetFeatureStates() {
        if (clusterHasFeature(RestTestLegacyFeatures.FEATURE_STATE_RESET_SUPPORTED) == false) {
            return false;
        }

        // ML reset fails when ML is disabled in versions before 8.7
        if (isMlEnabled() == false && clusterHasFeature(RestTestLegacyFeatures.ML_STATE_RESET_FALLBACK_ON_DISABLED) == false) {
            return false;
        }
        return true;
    }"
67299dbda23f7e5639814e23,"protected Settings restAdminSettings() {
        return restClientSettings(); // default to the same client settings
    }"
67299dbda23f7e5639814e24,"public static void updateClusterSettings(Settings settings) throws IOException {
        updateClusterSettings(client(), settings);
    }"
67299dbda23f7e5639814e25,"protected void dispatchRequest(RestRequest request) {
        FakeRestChannel channel = new FakeRestChannel(request, false, 1);
        ThreadContext threadContext = verifyingClient.threadPool().getThreadContext();
        try (ThreadContext.StoredContext ignore = threadContext.stashContext()) {
            controller.dispatchRequest(request, channel, threadContext);
        } finally {
            Releasables.close(channel.capturedResponse());
        }
    }"
67299dbda23f7e5639814e26,"public static MethodHandle lookupBinary(Class<?> classA, Class<?> classB, String name) {
        MethodHandle handle = TYPE_OP_MAPPING.get(promote(promote(unbox(classA)), promote(unbox(classB)))).get(name);
        if (handle == null) {
            throw new ClassCastException(""Cannot apply operator ["" + name + ""] to types ["" + classA + ""] and ["" + classB + ""]"");
        }
        return handle;
    }"
67299dbda23f7e5639814e27,"static MethodHandle lookupIndexNormalize(Class<?> receiverClass) {
        if (receiverClass.isArray()) {
            return ArrayIndexNormalizeHelper.arrayIndexNormalizer(receiverClass);
        } else if (Map.class.isAssignableFrom(receiverClass)) {
            // noop so that mymap[key] doesn't do funny things with negative keys
            return MAP_INDEX_NORMALIZE;
        } else if (List.class.isAssignableFrom(receiverClass)) {
            return LIST_INDEX_NORMALIZE;
        }
        throw new IllegalArgumentException(
            ""Attempting to address a non-array-like type "" + ""["" + receiverClass.getCanonicalName() + ""] as an array.""
        );
    }"
67299dbda23f7e5639814e28,"public static <T, U> Object findResult(Collection<T> receiver, Function<T, U> function) {
        return findResult(receiver, null, function);
    }"
67299dbda23f7e5639814e29,"public void checkedVisit(AExpression userExpressionNode, SemanticScope semanticScope) {
        if (userExpressionNode != null) {
            userExpressionNode.visit(this, semanticScope);

            if (semanticScope.hasDecoration(userExpressionNode, PartialCanonicalTypeName.class)) {
                throw userExpressionNode.createError(
                    new IllegalArgumentException(
                        ""cannot resolve symbol [""
                            + semanticScope.getDecoration(userExpressionNode, PartialCanonicalTypeName.class).partialCanonicalTypeName()
                            + ""]""
                    )
                );
            }

            if (semanticScope.hasDecoration(userExpressionNode, StaticType.class)) {
                throw userExpressionNode.createError(
                    new IllegalArgumentException(
                        ""value required: instead found unexpected type ""
                            + ""[""
                            + semanticScope.getDecoration(userExpressionNode, StaticType.class).getStaticCanonicalTypeName()
                            + ""]""
                    )
                );
            }

            if (semanticScope.hasDecoration(userExpressionNode, ValueType.class) == false) {
                throw userExpressionNode.createError(new IllegalStateException(""value required: instead found no value""));
            }
        }
    }"
67299dbda23f7e5639814e2a,"private <T> void addAdditionalField(Map<String, Object> additionalFields, Property property, String value) {
        if (properties.contains(property) && Strings.hasLength(value)) {
            additionalFields.put(property.toLowerCase(), value);
        }
    }"
67299dbda23f7e5639814e2b,"public HasParentQueryBuilder ignoreUnmapped(boolean ignoreUnmapped) {
        this.ignoreUnmapped = ignoreUnmapped;
        if (innerHitBuilder != null) {
            innerHitBuilder.setIgnoreUnmapped(ignoreUnmapped);
        }
        return this;
    }"
67299dbda23f7e5639814e2c,"public void testDecodeEncode() {
        double scalingFactor = randomValueOtherThanMany(d -> Double.isInfinite(Long.MAX_VALUE / d), ESTestCase::randomDouble);
        long encoded = randomLongBetween(-2 << 53, 2 << 53);
        assertThat(
            ScaledFloatFieldMapper.encode(ScaledFloatFieldMapper.decodeForSyntheticSource(encoded, scalingFactor), scalingFactor),
            equalTo(encoded)
        );
    }"
67299dbda23f7e5639814e2d,"public synchronized void stop() {
        logger.lifecycle(""stopping apm server"");
        instance.stop(1);
        instance = null;
    }"
67299dbda23f7e5639814e2e,"void deleteWithRetry(Path path) throws IOException {
        try {
            deleteWithRetry0(path);
        } catch (InterruptedException x) {
            throw new IOException(""Interrupted while deleting."", x);
        }
    }"
67299dbda23f7e5639814e2f,"private void syncWithLinks(Path sourceRoot, Path destinationRoot) {
        sync(sourceRoot, destinationRoot, (Path d, Path s) -> {
            try {
                Files.createLink(d, s);
            } catch (IOException e) {
                // Note does not work for network drives, e.g. Vagrant
                throw new LinkCreationException(""Failed to create hard link "" + d + "" pointing to "" + s, e);
            }
        });
    }"
67299dbda23f7e5639814e30,"@BeforeClass
    public static void registerClient() throws IOException {
        clientId = randomFrom(ALLOWED_AUDIENCES);
        redirectUri = ""https://"" + randomAlphaOfLength(4) + "".rp.example.com/"" + randomAlphaOfLength(6);
        String clientSecret = randomAlphaOfLength(24);
        String clientSetup = Strings.format(""""""
            {
              ""grant_types"": [ ""implicit"" ],
              ""response_types"": [ ""token id_token"" ],
              ""preferred_client_id"": ""%s"",
              ""preferred_client_secret"": ""%s"",
              ""redirect_uris"": [ ""%s"" ]
            }"""""", clientId, clientSecret, redirectUri);
        registerClients(clientSetup);
    }"
67299dbda23f7e5639814e31,"public void pauseExecution(String reason) {
        triggerService.pauseExecution();
        int cancelledTaskCount = executionService.pause(() -> {});
        logger.info(""paused watch execution, reason [{}], cancelled [{}] queued tasks"", reason, cancelledTaskCount);
    }"
67299dbda23f7e5639814e32,"private boolean clearAllocationIds() {
        List<ShardRouting> previousIds = previousShardRoutings.getAndSet(Collections.emptyList());
        return previousIds.isEmpty() == false;
    }"
67299dbda23f7e5639814e33,"@Override
    public void postIndex(ShardId shardId, Engine.Index index, Exception ex) {
        if (isWatchDocument(shardId.getIndexName())) {
            logger.debug(() -> ""failed to add watch ["" + index.id() + ""] to trigger service"", ex);
        }
    }"
67299dbda23f7e5639814e34,"@Override
    public Engine.Delete preDelete(ShardId shardId, Engine.Delete delete) {
        if (isWatchDocument(shardId.getIndexName())) {
            logger.debug(""removing watch [{}] from trigger service via delete"", delete.id());
            triggerService.remove(delete.id());
        }
        return delete;
    }"
67299dbda23f7e5639814e35,"private static Settings filterSettableSettings(Settings settings) {
        Settings.Builder builder = Settings.builder();
        for (String settingName : UpdateWatcherSettingsAction.ALLOWED_SETTING_KEYS) {
            if (settings.hasValue(settingName)) {
                builder.put(settingName, settings.get(settingName));
            }
        }
        return builder.build();
    }"
67299dbda23f7e5639814e36,"public boolean put(String id, ExecutionService.WatchExecution execution) {
        lock.lock();
        try {
            if (seal.get() != null) {
                // We shouldn't get here, because, ExecutionService#started should have been set to false
                throw illegalState(
                    ""could not register execution [{}]. current executions are sealed and forbid registrations of ""
                        + ""additional executions."",
                    id
                );
            }
            return currentExecutions.putIfAbsent(id, execution) != null;
        } finally {
            lock.unlock();
        }
    }"
67299dbda23f7e5639814e37,"public int pause(Runnable stoppedListener) {
        assert stoppedListener != null;
        paused.set(true);
        return clearExecutionsAndQueue(stoppedListener);
    }"
67299dbda23f7e5639814e38,"public int clearExecutionsAndQueue(Runnable stoppedListener) {
        assert stoppedListener != null;
        int cancelledTaskCount = executor.queue().drainTo(new ArrayList<>());
        this.clearExecutions(stoppedListener);
        return cancelledTaskCount;
    }"
67299dbda23f7e5639814e39,"private Tuple<List<TriggeredWatch>, List<TriggeredExecutionContext>> createTriggeredWatchesAndContext(Iterable<TriggerEvent> events) {
        final LinkedList<TriggeredWatch> triggeredWatches = new LinkedList<>();
        final LinkedList<TriggeredExecutionContext> contexts = new LinkedList<>();

        ZonedDateTime now = clock.instant().atZone(ZoneOffset.UTC);
        for (TriggerEvent event : events) {
            GetResponse response = getWatch(event.jobName());
            if (response.isExists() == false) {
                logger.warn(""unable to find watch [{}] in watch index, perhaps it has been deleted"", event.jobName());
                continue;
            }
            TriggeredExecutionContext ctx = new TriggeredExecutionContext(event.jobName(), now, event, defaultThrottlePeriod);
            contexts.add(ctx);
            triggeredWatches.add(new TriggeredWatch(ctx.id(), event));
        }

        return Tuple.tuple(triggeredWatches, contexts);
    }"
67299dbda23f7e5639814e3a,"private void clearExecutions(Runnable stoppedListener) {
        assert stoppedListener != null;
        final CurrentExecutions currentExecutionsBeforeSetting = currentExecutions.getAndSet(new CurrentExecutions());
        // clear old executions in background, no need to wait
        genericExecutor.execute(() -> currentExecutionsBeforeSetting.sealAndAwaitEmpty(maxStopTimeout, stoppedListener));
    }"
67299dbda23f7e5639814e3b,"public static IndexMetadata getConcreteIndex(String name, Metadata metadata) {
        IndexAbstraction indexAbstraction = metadata.getIndicesLookup().get(name);
        if (indexAbstraction == null) {
            return null;
        }

        if (indexAbstraction.getType() == IndexAbstraction.Type.ALIAS
            && indexAbstraction.getIndices().size() > 1
            && indexAbstraction.getWriteIndex() == null) {
            throw new IllegalStateException(
                String.format(
                    Locale.ROOT,
                    ""Alias [%s] points to %d indices, and does not have a designated write index"",
                    name,
                    indexAbstraction.getIndices().size()
                )
            );
        }

        Index concreteIndex = indexAbstraction.getWriteIndex();
        if (concreteIndex == null) {
            concreteIndex = indexAbstraction.getIndices().get(indexAbstraction.getIndices().size() - 1);
        }
        return metadata.index(concreteIndex);
    }"
67299dbda23f7e5639814e3c,"public long check(long time) {
            if (time < scheduledTime) {
                return -1;
            }
            long prevScheduledTime = scheduledTime == 0 ? time : scheduledTime;
            scheduledTime = schedule.nextScheduledTimeAfter(startTime, time);
            return prevScheduledTime;
        }"
67299dbda23f7e5639814e3d,"@SuppressWarnings(""unchecked"")
    public static <T> T removeAsType(Map<String, Object> sourceMap, String key, Class<T> type) {
        Object o = sourceMap.remove(key);
        if (o == null) {
            return null;
        }

        if (type.isAssignableFrom(o.getClass())) {
            return (T) o;
        } else {
            throw new ElasticsearchStatusException(invalidTypeErrorMsg(key, o, type.getSimpleName()), RestStatus.BAD_REQUEST);
        }
    }"
67299dbda23f7e5639814e3e,"static void moveModelFromTaskToServiceSettings(Map<String, Object> taskSettings, Map<String, Object> serviceSettings) {
        if (serviceSettings.containsKey(MODEL_ID)) {
            return;
        }

        final String OLD_MODEL_ID_FIELD = ""model"";
        var oldModelId = taskSettings.remove(OLD_MODEL_ID_FIELD);
        if (oldModelId != null) {
            serviceSettings.put(MODEL_ID, oldModelId);
        } else {
            var modelId = taskSettings.remove(MODEL_ID);
            serviceSettings.put(MODEL_ID, modelId);
        }
    }"
67299dbda23f7e5639814e3f,"public static void positionParserAtTokenAfterField(XContentParser parser, String field, String errorMsgTemplate) throws IOException {
        XContentParser.Token token = parser.nextToken();

        while (token != null) {
            if (token == XContentParser.Token.FIELD_NAME && parser.currentName().equals(field)) {
                parser.nextToken();
                return;
            }
            token = parser.nextToken();
        }

        throw new IllegalStateException(format(errorMsgTemplate, field));
    }"
67299dbda23f7e5639814e40,"public TimeValue timeToReserve(int tokens) {
        var timeToReserveRes = timeToReserveInternal(tokens);

        return new TimeValue((long) timeToReserveRes.microsToWait, TimeUnit.MICROSECONDS);
    }"
67299dbda23f7e5639814e41,"public TimeValue reserve(int tokens) {
        return new TimeValue(reserveInternal(tokens), TimeUnit.MICROSECONDS);
    }"
